TE439,LFXVI,,CBAF,M266,"9MU 19-6-45 604S ""NG-R"" 9-6-47 TAAC 1-6-48 ros recat E 20-7-48"
TE440,LFXVI,,CBAF,M266,29MU 23-6-45 695S 22-7-45 61OTU 17-4-47 203AFS dived into ground nr Woolfardisbury pilot killed CE 18-1-49 SOC 1-2-49
TE441,LFXVI,,CBAF,M266,6MU 1-8-45 203AFS 7-9-48 APS Acklington 6-12-49 FT charge 20MU 27-12-50 1689Flt 15-2-51 Engine cut during roll crash-landed 2m S of Hereford Camp 17-4-51
TE442,LFXVI,,CBAF,M266,6MU 31-7-45 501S 27-1-47 601S 28-1-47 crash-landed Villacoublay France CB 26-7-48 recat E 25-10-48
TE443,LFXVI,,CBAF,M266,9MU 23-6-45 2APS 5-2-46 FAAC 5-9-47 ros 63S 22-3-48 595S 4-5-48 force-landed crashed Pembroke CE 29-5-48 SOC 31-5-48
TE444,LFXVI,,Desford,M266,29MU 25-7-45 349S 27-8-46 63S 5-9-46 BAF on loan pending del FXIV 26-10-46
TE445,LFXVI,,CBAF,M266,6MU 31-7-45 6MU Aston Down 28-4-47 nea 14-10-48 sold scrap Intl.Alloys 28-3-49
TE446,LFXVI,,CBAF,M266,"6MU 22-6-45 MacLarens HAL 7-3-46 65S ""YT-B"" 4-4-46 164S 29-8-46 63S 3-9-46 crashed force-landing nr Neustadt CE SOC 10-10-46"
TE447,LFXVI,,CBAF,M266,6MU 22-6-45 126S 21-2-46 19S 21-3-46 Westland mods 26-1-49 RHAF 3-8-49
TE448,LFXVI,,CBAF,M266,29MU 22-6-45 HAL 11-2-46 126S 7-3-46 65S 21-3-46 20S 5-8-49 C5 scrap 21-4-53
TE449,LFXVI,,CBAF,M266,29MU 23-6-45 695S 11-7-45 FAAC 1-4-47 C5(C) 13-11-52
TE450,LFXVI,,CBAF,M266,29MU 23-6-45 695S 22-7-45 nea 16-9-53 sold scrap H.Bath 23-9-53
TE451,LFXVI,,CBAF,M266,29MU 23-6-45 65S 18-2-46 126S 17-2-47 19S 21-3-47 sold bou scrap 3-9-47
TE452,LFXVI,,CBAF,M266,9MU 25-6-45 595S 5-10-48 Hit ground during low-level attack 2m NE of Welcombe Devon 1-8-50
TE453,LFXVI,,CBAF,M266,29MU 22-6-45 MacLarens HAL 18-2-46 65S 20-3-46 164S 15-8-46 63S 3-9-46 crashed force-landing Ottenbuttel CE 10-9-46 SOC 26-9-46
TE454,LFXVI,,CBAF,M266,29MU 22-6-45 65S 15-3-46 CE scrap 10-3-48 sold scrap Eyre Smelting 11-3-48
TE455,LFXVI,,CBAF,M266,9MU 19-6-45 1PRFU 18-8-47 scrap 11-8-50
TE456,LFXVIe,CBAF.IX.4590,CBAF,M266,MU 19-6-45 ? 47MU 16-7-56 3CAACU Dishforth extant Auckland War Museum New Zealand
TE457,LFXVI,,CBAF,M266,29MU 20-6-45 HAL 11-2-46 SF Horsham eng fire on starting dbf Horsham St.Faith CE 9-9-46
TE458,LFXVI,,CBAF,M266,6MU 22-6-45 126S 21-2-46 19S 21-3-46 scrap SOC 16-11-47
TE459,LFXVI,,CBAF,M266,33MU 27-6-45 RAF College Bracknell 26-4-46 FAAC 15-6-46 Reserve Command CF White Waltham u/c collapsed landing 3-6-47 ros recat E scrap 11-3-48
TE460,LFXVI,,CBAF,M266,9MU 18-6-45 CFS 11-4-47 FAAC 21-6-47 ros recat E 14-9-48
TE461,LFXVI,,CBAF,M266,9MU 29-6-45 601S 28-5-47 29MU 11-10-51 nes 14-12-54 sold scrap H.Bath 23-5-56
TE462,LFXVI,CBAF.IX.4596,CBAF,M266,MU 29-6-45 ? 607S 101FRS to 7243M Ouston East Fortune extant Royal Scottish Museum of Flight
TE463,LFXVI,,CBAF,M266,29MU 2-7-45 FATU 26-9-45 603S 9-7-47 609S 14-5-48 to 6822M 29-1-51
TE464,LFXVI,,CBAF,M266,39MU 26-6-45 103FRS 16-5-51 nes 11-10-54 RAF Duxford C5 9-11-54
TE465,LFXVI,,CBAF,M266,39MU 12-7-45 SOC major repair 27-11-45
TE466,LFXVI,,CBAF,M266,33MU 30-6-45 131Wng u/c collapse landing Eindhoven CB 2-9-46 recat E 11-2-47
TE467,LFXVI,,CBAF,M266,33MU 27-6-45 604S 7-5-49 FACE 26-5-49 ros 17S 16-10-50 RFS Exeter 19-3-51 nea 13-5-53 C5 AFD 25-7-53
TE468,LFXVI,,CBAF,M266,39MU 26-6-45 RHAF 9-2-49
TE469,LFXVI,,CBAF,M266,9MU 25-6-45 bou SOC 29-4-47
TE470,LFXVI,,CBAF,M266,"29MU 20-6-45 19S ""QV-B"" 28-5-46 612S 17-2-50 FCCRS 4-7-51 Dived into ground 22m SW of Tisbury Wilts 25-10-51"
TE471,LFXVI,,CBAF,M266,MU 20-6-45 ? no record
TE473,LFXVI,,CBAF,M266,"9MU 29-6-45 601S ""HT-K"" 15-4-47 FAAC 15-5-48 ros nea 21-10-53 sold scrap R.J.Coley"
TE474,LFXVI,,CBAF,M266,"6MU 2-7-45 501S ""RAB-P"" 13-6-47 612S 8-6-49 damaged Cat 3R ros 22-4-51 SOC 26-7-51"
TE475,LFXVI,,CBAF,M266,6MU 9-7-45 Cunliffe-Owen mods 12-7-45 EAAS Manby 28-8-45 FAAC 16-7-48 ros Engine cut bellylanded at Manby 28-10-48 recat E 20-11-48
TE476,LFXVI,CBAF.IX.4610,CBAF,M266,MU 9-7-45 ? to 7451M Neatishead RAF Henlow 8071M BoB film extant RAF Northolt 1983
TE477,LFXVI,,CBAF,M266,"29MU 2-7-45 FATU 24-9-45 602S 28-3-47 609S ""PR-D"" 6-5-48 FAC3R 18-2-50 ros to 6820M 29-12-50"
TE478,LFXVI,,CBAF,M266,6MU 10-8-45 616S 7-6-46 609S 17-7-46 scrap 18-6-51
TE479,LFXVI,,CBAF,M266,Cunliffe-Owen mods 19-7-45 CGS 21-2-46 61OTU 14-5-47 to 6641M 2-3-49
TE480,LFXVI,,CBAF,M266,CRD Cunliffe-Owen mods 11-7-45 6MU 28-7-45 CGS 21-2-46 wheels up landing Leconfield CB 6-4-48 sold scrap H.Bath 27-10-49
TE493,LFIX,,CBAF,M66,33MU 27-4-45 82MU 22-5-45 Samtrusty 26-5-45 Hapmat Bakarista 11-6-45 USSR
TE494,LFIX,,CBAF,M66,"39MU 10-5-45 52MU 1-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46"
TE495,LFIX,,Cosford,M66,39MU 30-4-45 82MU 24-5-45 Samtrusty 26-5-45 Hapmat Bakarista 11-6-45 USSR
TE496,LFIX,,CBAF,G61,33MU 2-5-45 82MU 22-5-45 Sannythian 26-5-45 Hapmat Molotovsk 12-6-45 USSR
TE497,LFIX,,CBAF,M66,33MU 4-5-45 82MU 22-5-45 Sannythian 26-5-45 Hapmat Bakarista 11-6-45 USSR
TE498,LFIX,,CBAF,M66,33MU 4-5-45 52MU 23-5-45 Samtrusty 26-5-45 Hapmat Bakarista 11-6-45 USSR
TE499,LFIX,,CBAF,M66,33MU 4-5-45 52MU 23-5-45 Samtrusty 26-5-45 Hapmat Bakarista 11-6-45 USSR
TE500,LFIX,,CBAF,M66,"39MU 30-4-45 82MU 28-5-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46 GC3/2"
TE501,LFIX,,CBAF,M66,"39MU 30-4-45 82MU 28-5-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46 GC3/2"
TE502,LFIX,,CBAF,M66,"39MU 30-4-45 82MU 28-5-45 John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46"
TE503,LFIX,,CBAF,M66,MU 30-4-45 no early record sold Turkey 1-10-47
TE504,LFIX,,CBAF,M66,"39MU 30-4-45 82MU 28-5-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46 GC2/7"
TE505,LFIX,,CBAF,M66,"39MU 30-4-45 82MU 28-5-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46 GC2/7"
TE506,LFIX,,CBAF,M66,"39MU 30-4-45 82MU 28-5-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46 GC1/2"
TE507,LFIX,,CBAF,M66,"39MU 30-4-45 82MU 28-5-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46"
TE508,LFIX,,CBAF,M66,39MU 30-5-45 88GSU 20-9-45 Turkey 24-3-47
TE509,LFIX,,CBAF,M66,"39MU 25-5-45 82MU 3-6-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 8-1-46 GC3/2 destroyed 22-3-48"
TE510,LFIX,,CBAF,M66,39MU 30-5-45 310S 1-8-45 CzechAF 30-8-46
TE511,LFIX,,Cosford,M66,39MU 31-5-45 88GSU 16-9-45 Turkey 10-4-47
TE512,LFIX,,CBAF,M66,39MU 1-6-45 310S 2-8-45 CzechAF 3-8-46
TE513,LFIX,,CBAF,M66,39MU 1-6-45 310S 2-8-45 CzechAF 9-8-45
TE514,LFIX,,CBAF,M66,"33MU 12-6-45 76MU 10-10-45 Diomed 8-12-45 Armee de l""Air Saigon 19-1-46 GC1/3"
TE515,LFIX,,CBAF,M66,33MU 16-6-45 312S 3-8-45 CzechAF 30-8-45
TE516,LFIX,,CBAF,M66,39MU 1-6-45 310S 2-8-45 CzechAF 9-8-45 extant
TE517,LFIX,,CBAF,M66,33MU 2-6-45 313S 25-7-45 CzechAF 30-8-45 Israel 2046 to UK as G-BIXP later G-CCIX extant
TE518,LFIX,,Cosford,M66,MU 8-6-45 312S 3-8-45 CzechAF 30-8-45
TE519,LFIX,,CBAF,M66,33MU 9-6-45 310S 30-7-45 CzechAF 30-8-45
TE520,LFIX,,CBAF,M66,33MU 12-6-45 129S 19-6-45 BAF 18-8-47 as SM-5 written off 14-2-52
TE521,LFIX,,CBAF,M66,39MU 15-6-45 310S 2-8-45 CzechAF 9-8-45
TE522,LFIX,,CBAF,M66,33MU 14-6-45 312S 3-8-45 CzechAF 30-8-45
TE523,LFIX,,CBAF,M66,33MU 14-6-45 312S 2-8-45 CzechAF 30-8-45
TE524,LFIX,,CBAF,M66,33MU 16-6-45 312S 2-8-45 CzechAF 30-8-45
TE525,LFIX,,CBAF,M66,"33MU 23-5-45 82MU 6-6-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46"
TE526,LFIX,,CBAF,M66,"33MU 23-5-45 82MU 6-6-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46 GC1/2 destroyed 1-3-47"
TE527,LFIX,,CBAF,M66,39MU 8-6-45 310S 1-8-45 CzechAF 30-8-45
TE528,LFIX,,Desford,M66,"39MU 17-5-45 52MU 1-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC3/2 destroyed 22-1-47"
TE529,LFIX,,Desford,M66,"39MU 17-5-45 52MU 4-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC2/7"
TE530,LFIX,,CBAF,M66,"33MU 15-5-45 82MU 6-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46"
TE531,LFIX,,CBAF,M66,39MU 28-5-45 313S 20-7-45 CzechAF 30-8-45
TE532,LFIX,,CBAF,M66,33MU 1-6-45 313S 30-7-45 CzechAF 30-8-45
TE533,LFIX,,CBAF,M66,"33MU 15-5-45 82MU 7-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC1/2 FTR 22-3-47"
TE534,LFIX,,Desford,M66,"39MU 18-5-45 82MU 2-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC1/3"
TE535,LFIX,,Desford,M66,"39MU 17-5-45 82MU 28-5-45 1PATP John J MacGraw 27-11-45 Armee de l""Air Saigon 3-1-46 GC2/7"
TE549,LFIX,,Desford,M66,"MU 18-5-45 52MU 4-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC1/7"
TE550,LFIX,,CBAF,M66,"33MU 23-5-45 82MU 2-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC1/7"
TE551,LFIX,,CBAF,M66,39MU 7-6-45 310S 1-8-45 CzechAF 30-8-45
TE552,LFIX,,CBAF,M66,"33MU 23-5-45 82MU 2-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC3/2"
TE553,LFIX,,Desford,M66,"39MU 18-5-45 82MU 3-6-45 1PATP Sansylvan 28-11-45 Armee de l""Air Saigon 3-1-46 GC2/7"
TE554,LFIX,,CBAF,M66,33MU 26-5-45 310S 1-8-45 CzechAF 30-8-45 Israel AF as 57 7-52 4X-FOG extant Israel airworthy
TE555,LFIX,,CBAF,M66,33MU 26-6-45 61OTU 3-9-45 ? CzechAF 30-8-45
TE556,LFIX,,CBAF,M66,33MU 31-5-45 313S 19-7-45 CzechAF 30-8-45
TE557,LFIX,,CBAF,M66,33MU 31-5-45 313S 19-7-45 CzechAF 30-8-45
TE558,LFIX,,CBAF,M66,33MU 1-6-45 313S 19-7-45 CzechAF 30-8-45
TE559,LFIX,,CBAF,M66,33MU 1-6-45 310S 1-8-45 CzechAF 30-8-45
TE560,LFIX,,CBAF,M66,33MU 31-5-45 310S 30-7-45 CzechAF 30-8-45
TE561,LFIX,,CBAF,M66,33MU 1-6-45 313S 25-7-45 CzechAF 30-8-45
TE562,LFIX,,CBAF,M66,39MU 12-6-45 310S 1-8-45 CzechAF 30-8-45
TE563,LFIX,,Desford,M66,39MU 8-6-45 310S 1-8-45 CzechAF 30-8-45
TE564,LFIX,,CBAF,M66,33MU 7-6-45 313S 26-7-45 CzechAF 30-8-45
TE565,LFIXe,CBAF23374,CBAF,M66,33MU 7-6-45 310S 30-7-45 CzechAF extant Prague Military Museum Czech.
TE566,LFIX,CBAF171363,CBAF,M66,33MU 15-6-45 312S 3-8-45 CzechAF 30-8-45 Israel 2032 to UK and extant as G-BLCK
TE567,LFIX,,CBAF,M66,33MU 25-6-45 310S 1-8-45 CzechAF 30-8-45
TE568,LFIX,,CBAF,M66,39MU 12-6-45 88GSU 16-9-45 sold Turkey 10-9-47
TE569,LFIX,,CBAF,M66,39MU 18-6-45 313S 20-7-45 CzechAF 30-8-45
TE570,LFIX,,CBAF,M66,39MU 12-6-45 313S 25-7-45 CzechAF 30-8-45
TE571,LFIX,,CBAF,M66,39MU 12-6-45 310S 2-8-45 CzechAF 9-8-45
TE572,LFIX,,CBAF,M66,39MU 15-6-45 310S 2-8-45 CzechAF 9-8-45
TE573,LFIX,,CBAF,M66,39MU 12-6-45 310S 25-7-45 CzechAF 30-8-45
TE574,LFIX,,CBAF,M66,39MU 22-6-45 313S 19-7-45 CzechAF 30-8-45
TE575,LFIX,,Desford,M66,39MU 20-6-45 312S 1-8-45 CzechAF 30-8-45
TE576,LFIX,,CBAF,M66,33MU 25-6-45 312S 3-8-45 CzechAF 30-8-45
TE577,LFIX,,CBAF,M66,33MU 25-6-45 312S 3-8-45 CzechAF 30-8-45
TE578,LFIX,,CBAF,M66,33MU 25-6-45 312S 2-8-45 CzechAF 30-8-45
TM379,Seafire 45,SMAF4343,VAHPk,G61,(LA193 renumbered) FF 31-8-44 VA Hursley Park 31-8-44 Cunliffe-Owen Eastleigh 1-9-44 VA High Post 10-44 AAEE 1-11-44 VA High Post 10-11-44 RAE 14-11-44 G87 with Rotol contra/prop install plus enlarged fin and rud VA High Post 18-11-44 778S DL trials in Pretoria Castle 23/28-11-44 Crashed on 4th ADDL Ayr 23-11-44 (S/L ABB Clark) 20MU 30-11-44 C Sqn AAEE 7-6-45 (deck operation suitability. Two-piece non-standard rudder trim tab) VA High Post (contraprop) to RAE 17-6-45 (arrester gear and handling) VA High Post 26-6-45 to 9-45 AAEE to VA South Marston 19-12-45 29MU 14-1-46 602S [802?] 10-4-47 SOC 3-6-48 ALSO Rotol Staverton [NO DATE] (Griffon 85 with 6-blade prop for No.4/6 contraprop devt)
TM383,Seafire 46,SMAF4340,COA,G61,(LA195 renumbered) FF 8-9-44 prototype VA High Post 7-45 Deld C Sqn AAEE 18-8-45 VA High Post 9-45 RDU Anthorn 5-46
TP195,XVIII,,KEA,G65,39MU 17-12-45 76MU 30-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 Seletar 1-2-49 60S 30-8-49 flew into ground out of cloud 11m SSW Kuala Lumpur pilot killed SOC scrap 17-12-49
TP196,XVIII,,EA,G65,Super prod proto to intro large chord rud 14-8-45 33MU 27-11-45 76MU 11-12-45 Fort Saleesh 18-1-46 India 12-2-46 ACSEA 28-2-46 returned UK 26-11-47 sold R.J.Parkes 9-6-49 RIAF
TP197,XVIII,,KEA,G65,39MU 28-1-46 RNAS Renfrew 20-6-49 Seletar 12-8-49 60S Last RAF Sqdn to use Spit as strike aircraft SOC 16-11-52
TP198,XVIII,,KEA,G65,39MU 17-12-45 76MU 28-1-46 Pentarkete 12-2-46 India 17-3-46 ACSEA 28-3-46 BurmaAF 22-4-48
TP199,XVIII,,KEA,G65,39MU 17-12-45 47MU 16-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 17-10-46 Seletar 22-6-48 SOC 17-6-49
TP200,XVIII,,KEA,G65,47MU 20-12-45 ros 19-6-46 RNAS Renfrew 4-7-48 Seletar 12-8-49 60S 30-8-49 MBFE storage 11-1-51 C5 14-11-52
TP201,XVIII,,KEA,G65,39MU 21-12-45 47MU 27-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 Seletar 8-6-48 SOC 17-6-49 to 6681M 18-7-49 cancelled
TP202,XVIII,,KEA,G65,39MU 5-1-46 76MU 21-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 60S crash-landed Tengah Singapore CE 12-8-47 SOC 28-8-47
TP203,XVIII,,KEA,G65,39MU 17-12-45 76MU 17-1-46 Megua 29-1-46 India 25-2-46 ACSEA 14-3-46 returned UK 1-1-48 sold R.J.Parkes 10-6-49 RIAF
TP204,XVIII,,KEA,G65,39MU 17-12-45 47MU 16-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 60S Tengah Singapore 8-6-48 SOC 17-6-49
TP205,XVIII,,KEA,G65,6MU 5-1-46 47MU 25-8-47 Maron 24-9-47 Singapore 18-10-47 ACSEA 27-11-47 390MU 29-1-48 60S 13-4-48 fire starting up Butterworth 1-12-49 MBFE 19-12-49 2Malayan Ftr Sqdn Penang 26-6-50
TP206,XVIII,,KEA,G65,6MU 5-1-46 47MU 1-9-47 Eurybates 8-11-47 Singapore 18-12-47 ACFE 28-12-47 60S 14-6-48 SOC 8-3-51
TP207,XVIII,,KEA,G65,"39MU 14-1-46 47MU 27-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 Seletar 25-11-48 60S ""B"" 26-8-49 Hit vehicle on approach Tengah 7-2-50 recat rogue aircraft SOC"
TP208,XVIII,,KEA,G65,6MU 13-2-46 47MU 4-9-47 Stentor 19-9-47 Singapore 3-11-47 60S Tengah 3-11-47 ACFE 27-1-48 FAC3 21-10-49 MBFE SOC 8-3-51
TP209,XVIII,,KEA,G65,"39MU 14-1-46 76MU 14-2-46 Tarantia 30-3-46 ACSEA 11-4-46 60S ""E"" Tengah air collision with TP210 spun into ground 6m N of Changi pilot killed 10-5-48"
TP210,XVIII,,KEA,G65,6MU 22-2-46 47MU 28-8-47 Maron 24-9-47 Singapore 18-10-47 ACFE 27-11-47 60S Tengah 9-4-48 air collision with TP209 aircraft abandoned crashed Johore 10-5-48
TP211,XVIII,,KEA,G65,39MU 13-2-46 FEAF 5-6-50 nes 6-5-53 sold scrap MoS 11-2-54
TP212,XVIII,,ALD,G65,33MU 4-2-46 76MU 14-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 Seletar 26-8-48 60S 31-1-49 FAAC 29-6-49 SOC 8-3-51
TP213,XVIII,,KEA,G65,39MU 28-1-46 33MU 28-3-50 nea 6-5-53 sold scrap MoS 11-2-54
TP214,XVIII,,KEA,G65,39MU 28-1-46 76MU 20-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 60S crash-landed Seletar Singapore 17-2-47 SOC 24-4-47
TP215,XVIII,,KEA,G65,39MU 6-3-46 33MU 5-1-50 nea 6-5-53 sold scrap MoS 14-1-54
TP216,XVIII,,ALD,G65,39MU 30-1-46 FEAF 27-3-50 MBFE storage 18-5-50 60S 10-6-50 SOC 14-11-50
TP217,XVIII,,ALD,G65,33MU 4-2-46 76MU 14-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 Seletar 26-8-48 60S 31-12-48 FAAC 11-6-49 SOC 3-8-50
TP218,XVIII,,KEA,G65,6MU 16-3-46 VA mods and Cv 29-3-49 Hand Sqdn 21-10-49 FEAF 3-5-50 MBFE storage 11-5-50 u/c collapsed on landing Seletar 23-4-51
TP219,XVIII,,KEA,G65,6MU 7-3-46 FEAF 15-6-49 Seletar 12-8-49 60S 20-8-49 Dived into ground in bad weather Tampin Malaya 22-1-50
TP220,XVIII,,ALD,G65,39MU 30-1-46 FEAF 3-5-50 MBFE storage 4-5-50 C5 14-11-52
TP221,XVIII,,KEA,G65,6MU 22-2-46 47MU 1-9-47 Eurybates 8-11-47 Singapore 18-12-47 ACFE 29-4-48 60S 14-5-48 FACB 21-3-49 C(5) SOC 8-3-51
TP222,XVIII,,ALD,G65,39MU 4-2-46 nea 9-8-50 sold scrap J.Dale 10-11-50
TP223,XVIII,,KEA,G65,6MU 22-2-46 47MU 2-9-47 Stentor 25-9-47 Singapore 3-11-47 ACFE 27-11-47 60S 14-5-48 TAAC 20-9-48 spun into ground nr Sembawang pilot killed CE 27-7-49
TP224,XVIII,,ALD,G65,39MU 4-2-46 33MU 5-4-50 nea 6-5-53 sold scrap MoS 11-2-54
TP225,XVIII,,KEA,G65,6MU 13-2-46 47MU 1-9-47 Stentor 25-9-47 Singapore 3-11-47 ACFE 27-11-47 60S 19-4-48 stalled recovering from bombing dive crashed nr Raub Malaya pilot killed 8-10-48
TP226,XVIII,,ALD,G65,39MU 4-2-46 33MU 19-6-50 nea 4-5-53 sold scrap MoS 12-1-54
TP227,XVIII,,ALD,G65,6MU 2-2-46 47MU 4-9-47 2FPP stalled landing overturned Sealand CE 4-9-47 SOC 18-10-47
TP228,XVIII,,KEA,G65,6MU 7-3-46 VA mods and Cv 29-3-49 226OCU 29-11-49 nea 6-5-53 sold scrap MoS 18-1-54
TP229,XVIII,,ALD,G65,6MU 7-3-46 VA mods and Cv 29-3-49 FEAF 30-3-50 60S 15-8-50 C(5) 14-11-52
TP230,XVIII,,KEA,G65,"6MU 6-3-46 Titan 18-8-48 ACFE 30-9-48 Seletar 60S ""N"" 5-11-48 Swung on landing Tengah FAC3R 8-6-50"
TP231,XVIII,,ALD,G65,6MU 21-2-46 47MU 1-9-47 Eurybates 8-11-47 Singapore 18-12-47 60S 14-5-48 hit trees recovering from bomb dive crashed nr Serendah pilot killed 12-11-48 SOC 13-11-48
TP232,XVIII,,ALD,G65,6MU 14-3-46 VA mods and Cv 1-4-49 nea 31-3-53 sold scrap MoS 30-12-55
TP233,XVIII,,ALD,G65,6MU 19-3-46 VA mods and Cv 29-3-49 Mennon 29-3-50 FEAF 26-4-50 SOC 14-11-52
TP234,XVIII,,ALD,G65,6MU 21-3-46 226OCU 24-10-46 RNAS Renfrew 28-6-49 Seletar 12-8-49 60S 6-10-49 u/c collapsed on landing Kuala Lumpur 1-2-50
TP235,XVIII,,ALD,G65,6MU 24-3-46 226OCU 24-10-46 FCCRS 4-12-47 FEAF 60S Seletar 29-9-49 C5(C) SOC 31-10-50
TP236,FRXIV,,Super,G65,VAHPA 1-11-45 602S 24-10-46 607S 15-11-47 CAC surplus 3-3-49 sold VA 10-5-50
TP237,FRXIV,,KEA,G65,6MU 22-5-45 215MU 5-6-45 Samsturdy 2-7-45 India 28-7-45 8RIAF ACSEA 9-8-45 SOC 28-8-47
TP238,FRXIV,,KEA,G65,9MU 17-5-45 215MU 13-6-45 Empire Gambia 5-8-45 India 30-8-45 ACSEA 6-9-45 SOC 27-3-47
TP239,FRXIV,,KEA,G65,6MU 22-5-45 215MU 3-6-45 Samsturdy 2-7-45 India 28-7-45 CE SOC 27-6-46
TP240,FRXIV,,KEA,G65,9MU 23-5-45 CFE Tangmere 6-9-45 FAAC 2-1-46 AST H AAEE 10-46 trials of MkIX RP install 612S 9-1-47 FAAC 11-5-47 eng damaged. Flew into hill 5m NW Durham pilot killed CE 3-9-48 SOC 17-9-48
TP256,FRXIV,,KEA,G65,6MU 22-5-45 82MU 19-6-45 Empire Gambia 5-8-45 India 30-8-45 ACSEA 13-9-45 SOC 27-3-47
TP257,FRXVIII,,EA,G65,39MU 29-5-45 47MU 17-1-46 Megua 29-1-46 India 25-2-46 ACSEA 14-3-46 returned UK 25-8-47 sold R.J.Parkes 27-6-49 RIAF
TP258,FRXVIII,,EA,G65,39MU 30-5-45 47MU 13-12-45 Fort Saleesh 18-1-46 India 12-2-46 ACSEA 28-3-46 RIAF 31-11-47
TP259,FRXVIII,,EA,G65,39MU 1-6-45 76MU 5-12-45 Clan MacBrayne 7-12-45 India 31-1-46 ACSEA 14-2-46 RIAF 31-12-47
TP260,FRXVIII,,EA,G65,39MU 1-6-45 76MU 5-12-45 Clan MacBrayne 16-12-45 India 31-1-46 ACSEA 14-2-46 RIAF 31-12-47
TP261,FRXVIII,,EA,G65,33MU 1-6-45 47MU 13-12-45 Fort Saleesh 18-1-46 India 12-2-46 ACSEA 28-3-46 28S dived into ground 4m NW Sembawang Singapore pilot killed 5-7-48 SOC 21-7-48
TP262,FRXVIII,,EA,G65,Super prod proto 17-10-44 33MU 2-6-45 47MU 28-11-45 Clan MacBrayne 7-12-45 India 31-1-46 ACSEA 14-2-46 returned UK 1-1-48 sold R.J.Parkes 8-6-49 RIAF
TP263,FRXVIII,,EA,G65,33MU 3-6-45 47MU 2-12-45 Clan MacBrayne 8-12-45 India 31-1-46 ACSEA 14-2-46 RIAF 31-12-47
TP264,FRXVIII,,EA,G65,33MU 3-6-45 47MU 13-12-45 Fort Saleesh 18-1-46 India 12-2-46 ACSEA 28-2-46 returned UK 23-10-47 sold R.J.Parkes 1-7-49 RIAF
TP265,FRXVIII,,EA,G65,33MU 11-6-45 76MU 16-1-46 Megua 29-1-46 India 25-2-46 ACSEA 14-3-46 returned UK 31-7-47 sold R.J.Parkes 16-6-49 RIAF
TP266,FRXVIII,,EA,G65,33MU 9-6-45 ECFS 11-7-45 76MU 29-11-45 Clan MacBrayne 29-11-45 India 31-1-46 ACSEA 14-2-46 RIAF 31-12-47
TP267,FRXVIII,,EA,G65,33MU 9-6-45 47MU 12-1-46 Megua 29-1-46 India 25-2-46 ACSEA 14-3-46 RIAF 31-12-47
TP268,FRXVIII,,EA,G65,39MU 5-6-45 76MU 2-2-46 Tarantia 8-3-46 India 30-3-46 ACSEA 11-4-46 SOC 30-1-48
TP269,FRXVIII,,ALD,G65,39MU 13-6-45 47MU 29-1-46 Pentarkete 19-2-46 India 17-3-46 ACSEA 28-3-46 returned UK 26-6-47 sold R.J.Parkes 12-7-49 RIAF
TP270,FRXVIII,,ALD,G65,39MU 13-6-45 India RNAS Renfrew Overshot emergency landing crashed Silloth 5-7-49 CE scrap 5-8-49
TP271,FRXVIII,,ALD,G65,39MU 18-6-45 RNAS Renfrew 5-7-49 Seletar 15-8-49 MBFE storage 31-8-49 28S 12-4-50 FAC3R 24-4-50 SHQ Kai Tak 3-10-50 SOC 14-11-52
